uuid,user_id,poll_id,poll_option_id,created_at,updated_at
a3cfd1c5-6b57-4957-a403-6060b4e541f2,780335ad-c627-4a4d-b042-2da93c75d8e4,6dfe93b4-0782-4873-a432-b3643b79e4d0,ed8c498c-65f4-4878-95f4-9c138f2da501,3/11/2025,12/25/2024
c4659c1a-84e7-4ed2-bc3a-5d2c5e8f385b,ca4d445c-14a2-4d4e-838f-39f29ddbfb4b,ca672bfc-5871-4631-91fd-cfa4a34b970e,53778501-8eb4-42aa-97e1-d3e6953af4e8,2/14/2025,11/2/2024
0a17e28c-58ee-4539-83e7-d265771a2b38,a36a0479-c970-4e28-84c3-ac6f6727fa92,034f177f-45db-4071-aada-4a36921d2a3b,0a5d422c-c1f6-4d76-8f0c-722c1f99402d,10/14/2024,7/21/2025
8eb44d09-f069-491c-999b-92040419536d,6bdf30b6-ec61-4ef2-950b-429eb5f7090b,daa181a6-229c-48b0-938b-2d30f1c91ae0,a92e0997-c9d9-4d86-80ba-59ceb4bb5ed9,8/20/2025,6/11/2025
b1101993-3f4a-4876-8ac7-283ce836a7fd,d9ec9aea-f640-46eb-9286-2dc677876918,425013bb-75d5-4041-b43c-d628fe3d62a0,cc047185-3dd9-4d20-8754-565b3b0174e6,12/15/2024,3/11/2025
a019b9f2-d5dd-4351-b70c-ee6dcece8422,c4e3ec23-3f7b-4f76-80c4-a568d73c7b4d,4a01cb1a-00c8-478a-9c86-1c47b58f29d7,596c4ef4-5b51-4f83-b57f-775f10e640bc,8/10/2025,5/27/2025
098ed466-c7af-46ef-9cdc-581a0588e683,f0179f84-46f2-4ae6-a01c-ee3e8295e437,09c1d406-aad3-4593-9288-3c5e7b7608e4,599aee71-345a-4098-b52c-86e2bc2ac235,1/7/2025,2/2/2025
de436672-baf5-4601-9687-6c72f59daa3e,7c45b7d6-3121-4604-a5c1-28ede63670c2,f1ad7b13-8879-4a62-9f0a-9c76fb0ca424,4e563cbf-c7d2-4a2b-a30a-787821057d5c,9/5/2024,4/3/2025
de2529e9-1163-448f-9d56-88acf45387b7,ce3650c7-52d4-4977-924c-a6d5287d30d6,4334791a-8fac-42ef-b9d3-284d256c057c,139d4af5-bbb6-4f0a-a2a6-dfa46350943f,9/17/2024,1/11/2025
00248776-eefe-4f41-bfe0-52b551d606ad,68e0b190-ba82-456f-be88-30fd15efb652,49b36b0f-8d92-4f52-8381-7e7197f86327,7f578d15-2359-4a53-848d-95be058eec38,7/20/2025,3/24/2025
f7b8f249-eea6-48bd-a294-23b960b9f712,7cac07f5-16b1-465e-930b-e0272af3b9d0,b0f20c84-c718-49d4-a3cc-ee8fe664d693,29f5441f-3ae8-45a7-b032-10b2c83ae63d,7/12/2025,8/11/2025
f0e2dbc3-1400-4e0d-bb93-66bf70ec1223,d0f25833-128e-4fc3-8963-dcee3608ec9c,ae283ef0-22fa-40e0-ba40-e4a73d4ea3f1,63827e49-7b71-42ab-bcfa-d30b096f4b76,11/27/2024,7/18/2025
b4c8354e-6828-454a-a9b8-ada75609666d,611e28a4-38d4-4f35-9fb6-0fa373b58062,c5400be2-5041-491c-8065-3b7e78d03dd9,6258723c-2951-4e3c-a627-aff9e7feec1a,12/7/2024,10/23/2024
9045f71a-37c3-4c28-99ac-458140cf13cb,54b66784-31e4-4866-92b6-f2369bb732ed,5a52c886-08cf-4c00-a9fd-08b596fc36fd,454d05b7-76ea-4315-a86b-5df47ac327ae,5/4/2025,2/21/2025
0946b111-87cc-4606-af96-3df2db757b08,5bc40b30-6d6a-447d-aa35-319b2ecf8b69,ea217178-26f3-42b9-873c-3d0cdf60267a,a55a867b-026f-4976-9bf0-5b6fe737a417,5/2/2025,6/27/2025
79dfda72-2cfc-4ac7-99f4-a3f0f41f46b9,bf489d34-0bb3-422e-baa6-fbdefa17d56a,cbb260e4-e56e-400c-ab81-af77868cbdc5,5572cc86-64c8-4b75-aeac-e5d69e5e3830,8/19/2025,1/31/2025
5fe73b84-56b1-40a4-86a8-d1ecbd7050c8,9f7cb59f-ec21-436a-9b5d-e0700ec5a71e,ff33cd41-0351-4943-a42c-4a3fa360db5c,db203816-0126-4d25-abcb-8d2ceadf2465,7/9/2025,9/23/2024
f8c3e422-6437-4ec6-89f4-23c0e1db45fe,e767b961-22a1-4d58-b457-1100b1426595,4ba2b80c-c8cd-4cb6-892a-2fcb7b78489b,47bcb0e2-33ec-4f51-a858-95b48ab10b83,1/24/2025,8/20/2025
5bf34fce-4f46-49b8-ab6e-0bf7250f5ee0,b5cb482f-5eed-499c-9dd7-2a7e76765b6e,daa181a6-229c-48b0-938b-2d30f1c91ae0,50aedda1-8e52-4473-a09d-eb687bdd93de,1/31/2025,4/2/2025
c23802b5-6eb7-46c6-b402-39b2a26cb193,13d02e6d-15d1-4aac-a720-2a55259444b3,b8d7c25c-40dc-4059-86da-5590a3870962,74e9dda8-5ff0-4a0a-bfe4-bfbe9444d6d1,1/1/2025,8/6/2025
0580f219-ee06-4535-b80f-534467b16c14,0c492199-824a-472e-8d15-194fb7294ec2,ebd3f6e7-76cf-482f-b5c8-59437a4cbba1,ac542239-84bd-44da-8d97-1de9fa79eb7f,6/23/2025,3/16/2025
f7529d3d-f0bf-43f9-9e09-5d7ab399c22c,9085fda2-a81f-489f-bb5e-d2ac530d28a3,33852ba4-6140-4792-8fd4-faa56dbbda0c,711592c3-2b2b-433c-a1c6-5b85fc17c5e4,2/10/2025,3/9/2025
5c3e873c-3199-4224-9071-156db1bb0e69,4329ceae-2ce8-44ff-896d-a2cb6de0dcf0,df1119eb-7e55-45c6-8c45-09d7c5126008,83d81ee9-4380-4689-9dd9-46af4218df4f,6/29/2025,9/5/2024
039f7361-1aec-4945-853a-29bb91c24714,a8609db9-f696-4d8a-9db0-7d62eb762565,dddd381d-d7e5-470b-a92b-93b31fe8fa7d,f477de80-d854-464b-8b08-7fafcb702a44,6/26/2025,9/6/2024
a4207d7d-ab21-4cbf-8bfc-b5a4d5356c25,fc57fe63-fd6d-4c74-b8bb-1730c31a9ca5,5ba4b14f-40ff-4909-aa57-dec10cb87680,ccb98e84-2d9c-4593-b2db-876ef5a2e5bf,11/11/2024,9/18/2024
