uuid,user_id,poll_id,poll_option_id,created_at,updated_at
da62024d-7fad-464e-a55a-c5b15731addb,1bba2496-2fb7-49ff-83d0-4d88ec7db5d7,7cda821c-07f8-4a3d-87f9-39d49a7526b5,3e101661-47c0-47bd-baca-0b41ad5a4366,2/26/2025,7/31/2025
f98000c6-060e-4b3b-991d-ee76cf862a83,3897cb8e-489f-40c3-b32a-9195a0a79351,88eb8664-9e3f-4304-b72c-29f84a8fcb93,3e1dcf01-2447-4b0e-a60f-db8453a3f650,5/11/2025,10/14/2024
646611a4-16ad-461e-8894-0f04487daa34,46b21980-8ac6-431a-8b5d-299eedff6efe,c4545fa7-8965-454b-832a-d0c8d2b5c11e,ea0b9d9e-9eed-4c01-86fd-708444ae7c3e,1/29/2025,12/20/2024
1f8cd280-bcbe-40a1-93c8-613fee76017e,ce9c9462-04b3-46e7-aacc-6616afc22b01,9582b7bd-9075-489c-a10c-05bc761444e4,654db7a6-7e43-4b36-b4a7-65a8d88330b1,11/8/2024,11/14/2024
ce9c4595-42e0-485f-be11-5b63d7a92c10,19144ccd-627d-4567-a9dd-21e9d7225c26,c1c7c667-8b87-4bcd-9ac8-b210d36709e8,48f4a27d-b504-469a-b386-e2c7a14168a2,3/27/2025,2/8/2025
bddbdbcd-de27-4887-8284-8b42e3fc84f8,53316e6e-7933-410f-b7e5-d2be73e52b31,1fc0eda7-3826-41b4-ab99-48b4344ee360,76efac6b-a14c-44fb-9db0-14b1eec1bd21,12/24/2024,7/26/2025
3b00850d-8d60-40ca-9b6d-c95bdab86601,c8d07def-bed7-4e85-9467-717103489277,1fe73f3f-4804-45fc-ab32-b0ec595b0ba4,c704859e-8cd7-4819-822e-de59af488f22,6/18/2025,9/24/2024
86a55452-6ec9-4b70-9bd5-5e7c96328f68,8c48fe9a-de67-43e2-9a49-4d3deaf2d77d,5acd05ee-4f7f-4145-8eb6-f185db53ff7f,0278151f-1cd2-4399-b717-3e633a62a309,4/10/2025,3/17/2025
a800915f-7843-4c9a-bc5a-e40d02d28487,c4e3ec23-3f7b-4f76-80c4-a568d73c7b4d,01d49be7-5035-4076-b2a2-846079f7ced4,c576f682-8baf-4c43-a999-0c8c562782f1,1/24/2025,6/22/2025
51cc6531-2249-401d-9f22-27bbd4f1936b,fc054285-4d8c-4856-b0ba-20e38b9bca94,694ea7e1-2614-4a16-b8c0-74ad67b53180,6e53df9d-3f93-4b1b-ac40-3767465c6154,10/29/2024,10/11/2024
c7f980ab-8e3b-48c0-93e5-b72afd9a8d39,3c0211fe-b0a9-43ec-a2ba-efb643c4c9dc,bf35fd46-ab3c-4cc1-8119-309e80534513,ab462b81-8e5b-41b8-9da5-268c02314e60,4/20/2025,11/13/2024
4a04914b-bf9f-4681-a039-732809feed88,65036bce-c28f-4bd5-82b2-c748b457fcb3,19defa29-91ed-405d-b427-a6601d1de50a,b77d516a-8e5e-4b18-9fb2-8cc63e883530,10/29/2024,6/20/2025
